Name,Status,HierarchyPath
Hypogastric_female_LABCDEFG,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Hypogastric_female_LABCDEFG
Superior_epigastric_L_A,Inactive,Artery_system/Abdomen/Common/Superior_epigastric_L_A
T04_Dorsal_root_ganglion_R,Inactive,Nervous_system/Back/Common/T04_Dorsal_root_ganglion_R
Gastrocnemius_456triceps_surae_part789_R,Inactive,Muscle_system/Lower_Limb_R/Common/Gastrocnemius_456triceps_surae_part789_R
T12_456subcostal789_Cutaneous_branches_anterior_male_RABCDEFG,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/T12_456subcostal789_Cutaneous_branches_anterior_male_RABCDEFG
S05_Ventral_root_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/S05_Ventral_root_male_L
Anterior_scrotal_R_V,Inactive,Vein_system/Pelvis_and_Hip/Male/Anterior_scrotal_R_V
Common_hepatic,Inactive,Artery_system/Abdomen/Common/Common_hepatic
Foramen_rotundum_L,Inactive,Skeleton_system/Head_and_Neck/Foramen_rotundum_L
Deep_circumflex_iliac_male_R,Inactive,Vein_system/Pelvis_and_Hip/Male/Deep_circumflex_iliac_male_R
Rectus_abdominis_male_R,Inactive,Muscle_system/Abdomen/Male/Rectus_abdominis_male_R
Hypogastric_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Hypogastric_male_R
ABCDEFG5th_Metacarpal_R,Inactive,Skeleton_system/Arm_R/ABCDEFG5th_Metacarpal_R
Inferior_mesenteric_V,Inactive,Vein_system/Abdomen/Common/Inferior_mesenteric_V
Thoracodorsal_456middle_subscapular_long_subscapular789456C06246C08789_L,Inactive,Nervous_system/Back/Common/Thoracodorsal_456middle_subscapular_long_subscapular789456C06246C08789_L
Sphenoid,Inactive,Skeleton_system/Head_and_Neck/Sphenoid
External_auditory_acoustic_meatus_R,Inactive,Skeleton_system/Head_and_Neck/External_auditory_acoustic_meatus_R
T06_Ventral_root_R,Inactive,Nervous_system/Back/Common/T06_Ventral_root_R
Preaortic_lymph_nodes_male,Inactive,Lymphatic_system/Abdomen/MalHIJKe/Preaortic_lymph_nodes_male
Premolar_bicuspid_second_13_L,Inactive,Skeleton_system/Head_and_Neck/Premolar_bicuspid_second_13_L
T12_456subcostal789_Ventral_root_L,Inactive,Nervous_system/Back/Common/T12_456subcostal789_Ventral_root_L
Central_retinal_L_V,Inactive,Vein_system/Head_and_Neck/Central_retinal_L_V
Nasalis_transverse_portion_R,Inactive,Muscle_system/Head_and_Neck/Nasalis_transverse_portion_R
T12_456subcostal789_Cutaneous_branches_anterior_female_L,Inactive,Nervous_system/Abdomen/Repetition_with_PelvisHip/FUVWXYZemale/T12_456subcostal789_Cutaneous_branches_anterior_female_L
Zygomaticofacial_R,Inactive,Nervous_system/Head_and_Neck/Common/Zygomaticofacial_R
Gonadal_456ovarian789_tubal_branch_L,Active,Artery_system/Pelvis_and_Hip/Female/Gonadal_456ovarian789_tubal_branch_L
ABCDEFG4th_Proximal_phalanx_hand_L,Inactive,Skeleton_system/Arm_L/ABCDEFG4th_Proximal_phalanx_hand_L
Inferior_epigastric_female_L_V,Inactive,Vein_system/Abdomen/Female/Inferior_epigastric_female_L_V
Extensor_hallucis_longus_R,Inactive,Muscle_system/Lower_Limb_R/Common/Extensor_hallucis_longus_R
Pubofemoral_ligament_male_R,Inactive,Ligament_system/Lower_Limb_R/Male/Pubofemoral_ligament_male_R
Subscapular_456posterior789_axillary_lymph_nodes_R,Inactive,Lymphatic_system/Arm_R/Subscapular_456posterior789_axillary_lymph_nodes_R
Male,Inactive,Skin_system/Back/Male
Superior_alveolar_L,Inactive,Artery_system/Head_and_Neck/Superior_alveolar_L
Female,Inactive,Muscle_system/Lower_Limb_L/Female
Flexor_retinaculum_R,Inactive,Ligament_system/Lower_Limb_R/Common/Flexor_retinaculum_R
Thorax,Inactive,Nervous_system/Thorax
Abdomen,Inactive,Urinary_system/Abdomen
Inferior_palpebral_arterial_arch_R,Inactive,Artery_system/Head_and_Neck/Inferior_palpebral_arterial_arch_R
Female,Inactive,Ligament_system/Lower_Limb_L/Female
Saphenous_R,Inactive,Nervous_system/Lower_Limb_R/Common/Saphenous_R
Inferior_pharyngeal_constrictor_456thyropharyngeal_part789_L,Inactive,Muscle_system/Head_and_Neck/Inferior_pharyngeal_constrictor_456thyropharyngeal_part789_L
Female_skin_leg_lower_R,Active,Skin_system/Lower_Limb_R/Female/Female_skin_leg_lower_R
Anterior_hypothalamic_region_L,Inactive,Nervous_system/Head_and_Neck/Common/brain/Anterior_hypothalamic_region_L
Pubofemoral_ligament_female_L,Inactive,Ligament_system/Lower_Limb_L/Female/Pubofemoral_ligament_female_L
Dorsal_hypothalamic_area_RABCDEFG,Inactive,Nervous_system/Head_and_Neck/Common/brain/Dorsal_hypothalamic_area_RABCDEFG
Purkinje_fibers_R,Inactive,Artery_system/Thorax/heart/group4/Purkinje_fibers_R
Intercostal_lymph_vessels_L,Inactive,Lymphatic_system/Back/Intercostal_lymph_vessels_L
Superficial_456subcutaneous789_infrapatellar_bursa_L,Inactive,Muscle_system/Lower_Limb_L/Common/Superficial_456subcutaneous789_infrapatellar_bursa_L
Repetition_with_Thorax,Inactive,Respiratory_system/HABCDEFGead_and_Neck/Repetition_with_Thorax
Rhomboideus_minor_R,Inactive,Muscle_system/Back/Common/Rhomboideus_minor_R
ABCDEFG2nd_lumber_splanchnic_R,Inactive,Nervous_system/Abdomen/Common/ABCDEFG2nd_lumber_splanchnic_R
Lesser_occipital_R,Inactive,Nervous_system/Head_and_Neck/Common/Lesser_occipital_R
Semimembranosus_female_R,Inactive,Muscle_system/Lower_Limb_R/Female/Semimembranosus_female_R
Posterior_sacroiliac_ligament_upper_male_R,Inactive,Ligament_system/Pelvis_and_Hip/Male/Posterior_sacroiliac_ligament_upper_male_R
Lesser_splanchnic_nerves_RABCDEFG,Inactive,Nervous_system/Abdomen/Common/Lesser_splanchnic_nerves_RABCDEFG
Nasal_L,Inactive,Skeleton_system/Head_and_Neck/Nasal_L
S01_Ventral_root_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/S01_Ventral_root_male_L
Depressor_septi_R,Inactive,Muscle_system/Head_and_Neck/Depressor_septi_R
ABCDEFG3rd_Proximal_phalanx_hand_R,Inactive,Skeleton_system/Arm_R/ABCDEFG3rd_Proximal_phalanx_hand_R
C02_Dorsal_root_ganglion_L,Inactive,Nervous_system/Head_and_Neck/Common/C02_Dorsal_root_ganglion_L
Medial_456deltoid789_ligament_456anterior_tibiotalar_part789_L,Inactive,Ligament_system/Lower_Limb_L/Common/Medial_456deltoid789_ligament_456anterior_tibiotalar_part789_L
Common_plantar_digital_L,Inactive,Nervous_system/Lower_Limb_L/Common/Common_plantar_digital_L
Superior_medial_palpebral_R_A,Inactive,Artery_system/Head_and_Neck/Superior_medial_palpebral_R_A
Parietal_L,Inactive,Skeleton_system/Head_and_Neck/Parietal_L
Quadratus_femoris_male_L,Inactive,Muscle_system/Pelvis_and_Hip/Male/Quadratus_femoris_male_L
Renal_R_V,Inactive,Vein_system/Abdomen/Common/Renal_R_V
Uterine_L_V,Inactive,Vein_system/Pelvis_and_Hip/Female/Uterine_L_V
Adductor_hallucis_456oblique_head789_L,Inactive,Muscle_system/Lower_Limb_L/Common/Adductor_hallucis_456oblique_head789_L
Bulbourethral_glands_R,Inactive,Reproductive_system/Pelvis_and_Hip/Male/Bulbourethral_glands_R
Common_iliac_male_L_V,Inactive,Vein_system/Pelvis_and_Hip/Male/Common_iliac_male_L_V
CN_05_456V789_Lingual_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Lingual_L
Testicle_medial_half_R,Inactive,Reproductive_system/Pelvis_and_Hip/Male/Testicle_medial_half_R
Superior_pharyngeal_constrictor_L,Inactive,Muscle_system/Head_and_Neck/Superior_pharyngeal_constrictor_L
Ureter_plexus_female_L,Inactive,Nervous_system/Abdomen/Repetition_with_PelvisHip/FUVWXYZemale/Ureter_plexus_female_L
Lateral_sacral_male_R_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Lateral_sacral_male_R_A
Thyroid_cartilage,Inactive,Skeleton_system/Head_and_Neck/Thyroid_cartilage
Internal_thoracic_456mammary789_R_V,Inactive,Vein_system/Thorax/Internal_thoracic_456mammary789_R_V
Female,Inactive,Artery_system/Lower_Limb_L/Female
T12_456subcostal789_Cutaneous_branches_lateral_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/T12_456subcostal789_Cutaneous_branches_lateral_male_L
Musculocutaneous_456C05246C07789_L,Inactive,Nervous_system/Arm_L/Musculocutaneous_456C05246C07789_L
Sacral_lymph_vessels_male_L,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTMale/Sacral_lymph_vessels_male_L
Juxtaesophageal_lymph_nodes_R,Inactive,Lymphatic_system/Thorax/Common/Juxtaesophageal_lymph_nodes_R
Endopelvic_fascia_female_R,Inactive,Ligament_system/Pelvis_and_Hip/Female/Endopelvic_fascia_female_R
Superior_labial_R_V,Inactive,Vein_system/Head_and_Neck/Superior_labial_R_V
Inferior_rectal_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Inferior_rectal_male_L
L04_Dorsal_root_ganglion_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/L04_Dorsal_root_ganglion_female_L
Median_456C06246T01789_R,Inactive,Nervous_system/Arm_R/Median_456C06246T01789_R
Semitendinosus_female_L,Inactive,Muscle_system/Lower_Limb_L/Female/Semitendinosus_female_L
Purkinje_fibers_L,Inactive,Artery_system/Thorax/heart/group4/Purkinje_fibers_L
Salivary_456submandibular_submaxillary789_duct_R,Inactive,Digestive_system/Head_and_Neck/Salivary_456submandibular_submaxillary789_duct_R
Lumbar_R_V,Inactive,Vein_system/Back/Lumbar_R_V
Pyloric_sphincter_456valve789357front_portion,Inactive,Digestive_system/Abdomen/Pyloric_sphincter_456valve789357front_portion
Common,Inactive,Vein_system/Lower_Limb_R/Common
T07_Spinal_nerve_456ventral_ramus789_LABCDEFG,Inactive,Nervous_system/Abdomen/Common/T07_Spinal_nerve_456ventral_ramus789_LABCDEFG
C06_Dorsal_root_R,Inactive,Nervous_system/Head_and_Neck/Common/C06_Dorsal_root_R
Intercostals_6540324610987_L,Inactive,Artery_system/Thorax/Intercostals_6540324610987_L
CN_11_456XI789_Spinal_portion_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_11_456XI789_Spinal_portion_R
Radial_collateral_R,Inactive,Artery_system/Arm_R/Radial_collateral_R
Descending_genicular_R,Inactive,Artery_system/Lower_Limb_R/Common/Descending_genicular_R
Superior_petrosal_sinus_R,Inactive,Vein_system/Head_and_Neck/Superior_petrosal_sinus_R
Thalamus_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Thalamus_R
Anterior_scrotal_L_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Anterior_scrotal_L_A
Superior_oblique_L,Inactive,Muscle_system/Head_and_Neck/Superior_oblique_L
Vomer,Inactive,Skeleton_system/Head_and_Neck/Vomer
Dura_mater_male,Inactive,Nervous_system/Head_and_Neck/MABCDEFGale/Dura_mater_male
Internal_iliac_456epigastric789_lymph_nodes_male_R,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTMale/Internal_iliac_456epigastric789_lymph_nodes_male_R
Circumflex_humeral_anterior_R_A,Inactive,Artery_system/Arm_R/Circumflex_humeral_anterior_R_A
T03_Cutaneous_branches_anterior_R,Inactive,Nervous_system/Thorax/Common/T03_Cutaneous_branches_anterior_R
Superficial_circumflex_iliac_male_R_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Superficial_circumflex_iliac_male_R_A
T10_Spinal_nerve_456ventral_ramus789_female_R,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/FemaABCDEFGle/T10_Spinal_nerve_456ventral_ramus789_female_R
Uterine_branch_of_lymph_vessels_female_RABCDEFG,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTFemale/Uterine_branch_of_lymph_vessels_female_RABCDEFG
Dorsal_calcaneocuboid_ligaments_R,Inactive,Ligament_system/Lower_Limb_R/Common/Dorsal_calcaneocuboid_ligaments_R
Temporalis_L,Inactive,Muscle_system/Head_and_Neck/Temporalis_L
Neurohypophysis_456posterior_pituitary789_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Neurohypophysis_456posterior_pituitary789_R
Pulmonary_veins_superior_L,Inactive,Artery_system/Thorax/heart/Pulmonary_veins_superior_L
Prefrontal_456pre246Rolandic789_R,Inactive,Artery_system/Head_and_Neck/Prefrontal_456pre246Rolandic789_R
Pelvis_and_Hip,Active,Nervous_system/Pelvis_and_Hip
ISDK_RayGrabInteraction,Inactive,Skin_system/Head_and_Neck/Male/Male_skin_neck_L/ISDK_RayGrabInteraction
Puborectalis_456part_of_levator_ani789_male_L,Inactive,Muscle_system/Pelvis_and_Hip/Male/Puborectalis_456part_of_levator_ani789_male_L
Tibial_group_of_lymph_vessels_L,Inactive,Lymphatic_system/Lower_Limb_L/Common/Tibial_group_of_lymph_vessels_L
ABCDEFG3rd_Metatarsal_R,Inactive,Skeleton_system/Lower_Limb_R/Common/ABCDEFG3rd_Metatarsal_R
Lumbosacral_trunk_R,Active,Nervous_system/Pelvis_and_Hip/Common/Lumbosacral_trunk_R
Dorsal_scapular_456C04246C05789_L,Inactive,Nervous_system/Back/Common/Dorsal_scapular_456C04246C05789_L
Brachiocephalic_trunk_456innominate_artery789,Inactive,Artery_system/Thorax/Brachiocephalic_trunk_456innominate_artery789
Interphalangeal_456distal789_ligaments_of_the_foot_456DIP_joints789_R,Inactive,Ligament_system/Lower_Limb_R/Common/Interphalangeal_456distal789_ligaments_of_the_foot_456DIP_joints789_R
Brachialis_L,Inactive,Muscle_system/Arm_L/Brachialis_L
Thoracoepigastric_male_L,Inactive,Vein_system/Abdomen/Male/Thoracoepigastric_male_L
Fallopian_tube_L,Active,Reproductive_system/Pelvis_and_Hip/Female/Fallopian_tube_L
T04_Dorsal_ramus_lateral_branch_R,Inactive,Nervous_system/Back/Common/T04_Dorsal_ramus_lateral_branch_R
Inferior_gemellus_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Inferior_gemellus_female_R
Esophageal_A,Inactive,Artery_system/Thorax/Esophageal_A
Vagal_branch_to_fundus_and_body_of_stomachABCDEFG,Inactive,Nervous_system/Abdomen/Common/Vagal_branch_to_fundus_and_body_of_stomachABCDEFG
Grey_rami_communicantes_cervical_region_female_L,Inactive,Nervous_system/Head_and_Neck/Repetition_with_Thorax/FeABCDEFGmale/Grey_rami_communicantes_cervical_region_female_L
Ovarian_plexus_female_RABCDEFG,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Ovarian_plexus_female_RABCDEFG
S03_Dorsal_root_ganglion_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S03_Dorsal_root_ganglion_female_R
T09_Ventral_root_L,Inactive,Nervous_system/Back/Common/T09_Ventral_root_L
CN_05_456V789_Infraorbital_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Infraorbital_R
Female,Inactive,Artery_system/Abdomen/Female
Basilar_L,Inactive,Artery_system/Head_and_Neck/Basilar_L
Coracoclavicular_ligament_trapezoid_portion_L,Inactive,Ligament_system/Arm_L/Coracoclavicular_ligament_trapezoid_portion_L
Esophageal,Inactive,Vein_system/Abdomen/Common/Esophageal
Ischiofemoral_ligament_female_R,Inactive,Ligament_system/Lower_Limb_R/Female/Ischiofemoral_ligament_female_R
Deep_transverse_metatarsal_ligament_R,Inactive,Ligament_system/Lower_Limb_R/Common/Deep_transverse_metatarsal_ligament_R
Sphenoparietal_sinus_R,Inactive,Vein_system/Head_and_Neck/Sphenoparietal_sinus_R
Mitral_456bicuspid789_valve_chordae_tendineae,Inactive,Artery_system/Thorax/heart/group5/Mitral_456bicuspid789_valve_chordae_tendineae
Ansa_cervicalis_branch_to_sternohyoid_R,Inactive,Nervous_system/Head_and_Neck/Common/Ansa_cervicalis_branch_to_sternohyoid_R
Ilium_male_R,Inactive,Skeleton_system/Pelvis_and_Hip/Male/Ilium_male_R
Posterior_longitudinal_ligament_thoracic_region_female,Inactive,Ligament_system/Thorax/Repetition_with_Back/Female/Posterior_longitudinal_ligament_thoracic_region_female
Accessory_meningeal_R,Inactive,Artery_system/Head_and_Neck/Accessory_meningeal_R
Interosseous_456anterior789_talocalcaneal_ligament_L,Inactive,Ligament_system/Lower_Limb_L/Common/Interosseous_456anterior789_talocalcaneal_ligament_L
Common_palmar_digital_R,Inactive,Nervous_system/Arm_R/Common_palmar_digital_R
T12_456subcostal789_Spinal_nerve_456ventral_ramus789_female_R,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/FemaABCDEFGle/T12_456subcostal789_Spinal_nerve_456ventral_ramus789_female_R
Iliotibial_456Maissiat2689s789_tract_456band789_L,Inactive,Muscle_system/Lower_Limb_L/Common/Iliotibial_456Maissiat2689s789_tract_456band789_L
Inferior_thyroid_456thyroidea_ima789,Inactive,Vein_system/Head_and_Neck/Inferior_thyroid_456thyroidea_ima789
ABCDEFG456VII789Liver_posteromedial_segment,Inactive,Digestive_system/Abdomen/ABCDEFG456VII789Liver_posteromedial_segment
T12_456subcostal789_Spinal_nerve_456ventral_ramus789_female_L,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/FemaABCDEFGle/T12_456subcostal789_Spinal_nerve_456ventral_ramus789_female_L
T01_Dorsal_root_L,Inactive,Nervous_system/Back/Common/T01_Dorsal_root_L
C01_Dorsal_root_ganglion_L,Inactive,Nervous_system/Head_and_Neck/Common/C01_Dorsal_root_ganglion_L
Lateral_sural_cutaneous_R,Inactive,Nervous_system/Lower_Limb_R/Common/Lateral_sural_cutaneous_R
Lateral_cricoarytenoid_R,Inactive,Muscle_system/Head_and_Neck/Lateral_cricoarytenoid_R
Branches_of_submandibular_lymph_vessel_R,Inactive,Lymphatic_system/Head_and_Neck/Branches_of_submandibular_lymph_vessel_R
Anterior_tibial_lymph_node_R,Inactive,Lymphatic_system/Lower_Limb_R/Common/Anterior_tibial_lymph_node_R
Subsartorial_456Pes_anserine789_bursa_L,Inactive,Muscle_system/Lower_Limb_L/Common/Subsartorial_456Pes_anserine789_bursa_L
Deep_infrapatellar_bursa_R,Inactive,Muscle_system/Lower_Limb_R/Common/Deep_infrapatellar_bursa_R
Anterior_longitudinal_ligament_cervical_region_male_Head_and_Neck,Inactive,Ligament_system/Head_and_Neck/Repetition_with_Back/MaSKRle/Anterior_longitudinal_ligament_cervical_region_male_Head_and_Neck
Urethra_spongy_portion_456penile789_R_half,Inactive,Reproductive_system/Pelvis_and_Hip/Male/Urethra_spongy_portion_456penile789_R_half
Anal_sphincter_internal_R,Active,Muscle_system/Pelvis_and_Hip/Common/Anal_sphincter_internal_R
Semimembranosus_bursa_R,Inactive,Muscle_system/Lower_Limb_R/Common/Semimembranosus_bursa_R
Superior_orbital_fissure_L,Inactive,Skeleton_system/Head_and_Neck/Superior_orbital_fissure_L
T09_VertebraABCDEFG,Inactive,Skeleton_system/Back/Common/T09_VertebraABCDEFG
Nasalis_alar_portion_R,Inactive,Muscle_system/Head_and_Neck/Nasalis_alar_portion_R
MalZYXQPOe,Inactive,Muscle_system/Abdomen/Repetition_with_Pelvis_and_Hip/MalZYXQPOe
T02_Dorsal_ramus_R,Inactive,Nervous_system/Back/Common/T02_Dorsal_ramus_R
Ovary_anterior_half_R,Active,Reproductive_system/Pelvis_and_Hip/Female/Ovary_anterior_half_R
Central_retinal_R_A,Inactive,Artery_system/Head_and_Neck/Central_retinal_R_A
Sesamoid_medial_L,Inactive,Skeleton_system/Lower_Limb_L/Common/Sesamoid_medial_L
Supraspinous_ligament_sacral_region_female,Inactive,Ligament_system/Back/Repetition_with_PelvisHip/Female/Supraspinous_ligament_sacral_region_female
Median_456middle789_sacral_male_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Median_456middle789_sacral_male_A
Superior_gemellus_female_L,Active,Muscle_system/Pelvis_and_Hip/Female/Superior_gemellus_female_L
Iliolumbar_ligament_female_R,Inactive,Ligament_system/Pelvis_and_Hip/Female/Iliolumbar_ligament_female_R
Iliofemoral_ligament_female_L,Inactive,Ligament_system/Lower_Limb_L/Female/Iliofemoral_ligament_female_L
Obliquus_capitis_inferior_R,Inactive,Muscle_system/Head_and_Neck/Obliquus_capitis_inferior_R
Conus_branch,Inactive,Artery_system/Thorax/heart/Conus_branch
T06_Dorsal_root_ganglion_L,Inactive,Nervous_system/Back/Common/T06_Dorsal_root_ganglion_L
Splenic_456lienal789_lymph_nodes,Inactive,Lymphatic_system/Abdomen/Common/Splenic_456lienal789_lymph_nodes
T05_Dorsal_root_R,Inactive,Nervous_system/Back/Common/T05_Dorsal_root_R
Palmar_radiocarpal_ligament_radiocapitate_part_L,Inactive,Ligament_system/Arm_L/Palmar_radiocarpal_ligament_radiocapitate_part_L
Brachialis_R,Inactive,Muscle_system/Arm_R/Brachialis_R
Masseter_deep_R,Inactive,Muscle_system/Head_and_Neck/Masseter_deep_R
S04_Ventral_root_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/S04_Ventral_root_male_R
Femoral_group_of_lymph_vessels_male_L,Inactive,Lymphatic_system/Lower_Limb_L/MaOPQRSTle/Femoral_group_of_lymph_vessels_male_L
Sympathetic_trunk_thoracic_region_male_L,Inactive,Nervous_system/Thorax/MalABCDEFGe/Sympathetic_trunk_thoracic_region_male_L
Greater_splanchnic_nerves_R,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/Common/Greater_splanchnic_nerves_R
Female,Inactive,Muscle_system/Back/Female
Deltoid_middle_head_R,Inactive,Muscle_system/Arm_R/Deltoid_middle_head_R
Zygomatic_R,Inactive,Nervous_system/Head_and_Neck/Common/Zygomatic_R
Intermediate_cuneiform_L,Inactive,Skeleton_system/Lower_Limb_L/Common/Intermediate_cuneiform_L
L01_Spinal_nerve_L,Active,Nervous_system/Pelvis_and_Hip/Common/L01_Spinal_nerve_L
Lateral_pterygoid_R,Inactive,Artery_system/Head_and_Neck/Lateral_pterygoid_R
C08_Dorsal_ramus_R,Inactive,Nervous_system/Head_and_Neck/Common/C08_Dorsal_ramus_R
Tertiary_456segmental789_bronchus_456II789_L,Inactive,Respiratory_system/TABCDEFGhorax/Tertiary_456segmental789_bronchus_456II789_L
Lower_Limb_R,Inactive,Artery_system/Lower_Limb_R
Lumbricals_456foot789_L,Inactive,Muscle_system/Lower_Limb_L/Common/Lumbricals_456foot789_L
Retromandibular_R,Inactive,Vein_system/Head_and_Neck/Retromandibular_R
Extensor_carpi_radialis_longus_R,Inactive,Muscle_system/Arm_R/Extensor_carpi_radialis_longus_R
Female_skin_hand_L,Active,Skin_system/Arm_L/Female/Female_skin_hand_L
L03_Dorsal_ramus_L,Active,Nervous_system/Pelvis_and_Hip/Common/L03_Dorsal_ramus_L
Metatarsophalangeal_articular_capsule_of_hallux_L,Inactive,Ligament_system/Lower_Limb_L/Common/Metatarsophalangeal_articular_capsule_of_hallux_L
Superior_glenohumeral_ligament_R,Inactive,Ligament_system/Arm_R/Superior_glenohumeral_ligament_R
Sacral_splanchnic_nerves_female_LABCDEFG,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Sacral_splanchnic_nerves_female_LABCDEFG
Lateral_cuneiform_L,Inactive,Skeleton_system/Lower_Limb_L/Common/Lateral_cuneiform_L
Medial_456deltoid789_ligament_456tibiocalcaneal_part789_L,Inactive,Ligament_system/Lower_Limb_L/Common/Medial_456deltoid789_ligament_456tibiocalcaneal_part789_L
Inferior_vesical_male_L_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Inferior_vesical_male_L_A
Tectorial_membrane_of_atlanto246axial_joint,Inactive,Ligament_system/Head_and_Neck/Common/Tectorial_membrane_of_atlanto246axial_joint
Intertransverse_ligaments_thoracic_region_RABCDEFG,Inactive,Ligament_system/Back/Common/Intertransverse_ligaments_thoracic_region_RABCDEFG
Iliolumbar_ligament_female_L,Inactive,Ligament_system/Pelvis_and_Hip/Female/Iliolumbar_ligament_female_L
Anterior_longitudinal_ligament_thoracic_region_maleABCDEFG,Inactive,Ligament_system/Back/Male/Anterior_longitudinal_ligament_thoracic_region_maleABCDEFG
Inferior_lobar_bronchus_L,Inactive,Respiratory_system/TABCDEFGhorax/Inferior_lobar_bronchus_L
Superior_thyroid_R_A,Inactive,Artery_system/Head_and_Neck/Superior_thyroid_R_A
Vaginal_L,Active,Artery_system/Pelvis_and_Hip/Female/Vaginal_L
Twelfth_rib_L,Inactive,Skeleton_system/Thorax/Twelfth_rib_L
Left_aorticorenal_ganglion,Inactive,Nervous_system/Abdomen/Common/Left_aorticorenal_ganglion
Thoracic_duct,Inactive,Lymphatic_system/Thorax/Common/Thoracic_duct
Triquetral_triangular_R,Inactive,Skeleton_system/Arm_R/Triquetral_triangular_R
Stylohyoid_L,Inactive,Muscle_system/Head_and_Neck/Stylohyoid_L
Superficial_epigastric_female_R_V,Inactive,Vein_system/Abdomen/Female/Superficial_epigastric_female_R_V
MaleUVWXYZ,Active,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ
T09_Cutaneous_branches_lateral_R,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/Common/T09_Cutaneous_branches_lateral_R
Anterior_internodal_bundle,Inactive,Artery_system/Thorax/heart/group4/Anterior_internodal_bundle
External_iliac_female_R_V,Inactive,Vein_system/Pelvis_and_Hip/Female/External_iliac_female_R_V
Submental_lymph_vessels_L,Inactive,Lymphatic_system/Head_and_Neck/Submental_lymph_vessels_L
FemORZale,Inactive,Skeleton_system/Back/FemORZale
CN_10_456X789_Superior_cervical_456vagal789_cardiac_nerve_LABCDEFG,Inactive,Nervous_system/Thorax/Common/CN_10_456X789_Superior_cervical_456vagal789_cardiac_nerve_LABCDEFG
Male,Inactive,Muscle_system/Abdomen/Male
Anterior_cruciate_ligament_456ACL789_R,Inactive,Ligament_system/Lower_Limb_R/Common/Anterior_cruciate_ligament_456ACL789_R
Fusiform_gyrus_L,Inactive,Nervous_system/Head_and_Neck/Common/brain/Cerebral_cortex/Left_cerebral_cortex/Left_temporal_lobe/Fusiform_gyrus_L
Hamate_L,Inactive,Skeleton_system/Arm_L/Hamate_L
Jugular_nerve_R,Inactive,Nervous_system/Head_and_Neck/Common/Jugular_nerve_R
Lower_Limb_R,Inactive,Vein_system/Lower_Limb_R
Interspinales_cervicis_R,Inactive,Muscle_system/Back/Common/Interspinales_cervicis_R
Sternoclavicular_ligament_L,Inactive,Ligament_system/Arm_L/Sternoclavicular_ligament_L
Lumbar_L_V,Inactive,Vein_system/Back/Lumbar_L_V
Third_rib_R,Inactive,Skeleton_system/Thorax/Third_rib_R
Fifth_rib_L,Inactive,Skeleton_system/Thorax/Fifth_rib_L
Lateral_frontobasal_456orbitofrontal789_L,Inactive,Artery_system/Head_and_Neck/Lateral_frontobasal_456orbitofrontal789_L
Iliolumbar_male_R_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Iliolumbar_male_R_A
Inferior_pharyngeal_constrictor_456cricopharyngeal_part789_L,Inactive,Muscle_system/Head_and_Neck/Inferior_pharyngeal_constrictor_456cricopharyngeal_part789_L
Gracilis_female_L,Inactive,Muscle_system/Lower_Limb_L/Female/Gracilis_female_L
Deep_circumflex_iliac_female_R,Inactive,Vein_system/Pelvis_and_Hip/Female/Deep_circumflex_iliac_female_R
Articular_cartilage_acetabulum_male_L,Inactive,Skeleton_system/Pelvis_and_Hip/Male/Articular_cartilage_acetabulum_male_L
