Name,Status,HierarchyPath
Quadratus_plantae_456flexor_accessorius789_L,Inactive,Muscle_system/Lower_Limb_L/Common/Quadratus_plantae_456flexor_accessorius789_L
L05_Ventral_root_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/L05_Ventral_root_male_L
Subcutaneous_calcaneal_bursa_R,Inactive,Muscle_system/Lower_Limb_R/Common/Subcutaneous_calcaneal_bursa_R
Medial_collateral_456tibial_collateral789_ligament_456MCL789_R,Inactive,Ligament_system/Lower_Limb_R/Common/Medial_collateral_456tibial_collateral789_ligament_456MCL789_R
Great_saphenous_female_R,Inactive,Vein_system/Lower_Limb_R/Female/Great_saphenous_female_R
Gluteus_minimus_female_L,Active,Muscle_system/Pelvis_and_Hip/Female/Gluteus_minimus_female_L
T09_Ventral_root_R,Inactive,Nervous_system/Back/Common/T09_Ventral_root_R
Pyramidalis_male_R,Inactive,Muscle_system/Pelvis_and_Hip/Male/Pyramidalis_male_R
Condyloid_foramen_R,Inactive,Skeleton_system/Head_and_Neck/Condyloid_foramen_R
T12_456subcostal789_Ventral_root_R,Inactive,Nervous_system/Back/Common/T12_456subcostal789_Ventral_root_R
L02_Dorsal_ramus_R,Active,Nervous_system/Pelvis_and_Hip/Common/L02_Dorsal_ramus_R
Parietal_emissary_vein_L,Inactive,Vein_system/Head_and_Neck/Parietal_emissary_vein_L
Incisor_R,Inactive,Artery_system/Head_and_Neck/Incisor_R
Superficial_456dorsal789_digital_R,Inactive,Vein_system/Lower_Limb_R/Common/Superficial_456dorsal789_digital_R
Superior_gemellus_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Superior_gemellus_female_R
Palmaris_brevis_R,Inactive,Muscle_system/Arm_R/Palmaris_brevis_R
Anterior_meningeal_L,Inactive,Artery_system/Head_and_Neck/Anterior_meningeal_L
Pharyngeal_R,Inactive,Nervous_system/Head_and_Neck/Common/Pharyngeal_R
Psoas_minor_female_R,Inactive,Muscle_system/Abdomen/Repetition_with_Pelvis_and_Hip/FemZYXQPOale/Psoas_minor_female_R
Incisor_lateral_07_R,Inactive,Skeleton_system/Head_and_Neck/Incisor_lateral_07_R
Maxilla_body_L,Inactive,Skeleton_system/Head_and_Neck/Maxilla_body_L
T02_Dorsal_root_ganglion_L,Inactive,Nervous_system/Back/Common/T02_Dorsal_root_ganglion_L
Transverse_sinus_R,Inactive,Vein_system/Head_and_Neck/Transverse_sinus_R
Internal_intercostal_R,Active,Muscle_system/Thorax/Internal_intercostal_R
Masseter_superficial_R,Inactive,Muscle_system/Head_and_Neck/Masseter_superficial_R
CN_05_456V789_Inferior_alveolar_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Inferior_alveolar_L
Coronary_sinus,Inactive,Artery_system/Thorax/heart/Coronary_sinus
Anterior_fascicle,Inactive,Artery_system/Thorax/heart/group4/Anterior_fascicle
CN_10_456X789_Superior_ganglion_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_10_456X789_Superior_ganglion_R
Obliquus_capitis_superior_L,Inactive,Muscle_system/Head_and_Neck/Obliquus_capitis_superior_L
Internal_iliac_male_L_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Internal_iliac_male_L_A
Vocal_ligament_L,Inactive,Ligament_system/Head_and_Neck/Common/Vocal_ligament_L
Maxilla_hard_palate_L,Inactive,Skeleton_system/Head_and_Neck/Maxilla_hard_palate_L
Inferior_thyroid_L,Inactive,Artery_system/Head_and_Neck/Inferior_thyroid_L
Palmar_metacarpal_R_V,Inactive,Vein_system/Arm_R/Palmar_metacarpal_R_V
Deep_branch_of_radial_L,Inactive,Nervous_system/Arm_L/Deep_branch_of_radial_L
Radial_dorsal_carpal_branch_L,Inactive,Artery_system/Arm_L/Radial_dorsal_carpal_branch_L
S04_Dorsal_root_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/S04_Dorsal_root_male_R
Pisiform_R,Inactive,Skeleton_system/Arm_R/Pisiform_R
Intertubercular_tendon_sheath_L,Inactive,Muscle_system/Arm_L/Intertubercular_tendon_sheath_L
External_iliac_plexus_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/External_iliac_plexus_male_L
Lateral_pterygoid_L,Inactive,Artery_system/Head_and_Neck/Lateral_pterygoid_L
Head_and_Neck,Inactive,Ligament_system/Head_and_Neck
Sacral_lymph_vessels_female_R,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTFemale/Sacral_lymph_vessels_female_R
Vastus_medialis_L,Inactive,Muscle_system/Lower_Limb_L/Common/Vastus_medialis_L
Atrioventricular_node,Inactive,Artery_system/Thorax/heart/group4/Atrioventricular_node
Tenth_rib_L,Inactive,Skeleton_system/Thorax/Tenth_rib_L
Ovarian_plexus_female_L,Inactive,Nervous_system/Abdomen/Repetition_with_PelvisHip/FUVWXYZemale/Ovarian_plexus_female_L
C04_Dorsal_root_ganglion_L,Inactive,Nervous_system/Head_and_Neck/Common/C04_Dorsal_root_ganglion_L
Inferior_rectal_male_L_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Inferior_rectal_male_L_A
Incisor_central_08_R,Inactive,Skeleton_system/Head_and_Neck/Incisor_central_08_R
Vesical_venous_plexus_male_L,Inactive,Vein_system/Pelvis_and_Hip/Male/Vesical_venous_plexus_male_L
Geniohyoid_L,Inactive,Muscle_system/Head_and_Neck/Geniohyoid_L
T10_Spinal_nerve_456ventral_ramus789_male_L,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/MaleABCDEFG/T10_Spinal_nerve_456ventral_ramus789_male_L
Ureter_male_L,Inactive,Urinary_system/Abdomen/Repetition_with_Pelvis_and_Hip_Reproductive/Male/Ureter_male_L
Pubococcygeus_456part_of_levator_ani789_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Pubococcygeus_456part_of_levator_ani789_female_R
Gonadal_456testicular_internal_spermatic789_male_R_V,Inactive,Vein_system/Abdomen/Repetition_with_PelvisHip/MaleDCBA/Gonadal_456testicular_internal_spermatic789_male_R_V
Profunda_femoris_456deep_femoral_deep_artery_of_the_thigh789_male_L,Inactive,Artery_system/Lower_Limb_L/Male/Profunda_femoris_456deep_femoral_deep_artery_of_the_thigh789_male_L
L05_Dorsal_root_ganglion_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/L05_Dorsal_root_ganglion_female_R
Hyoid_os_hyoideum_lingual_bone,Inactive,Skeleton_system/Head_and_Neck/Hyoid_os_hyoideum_lingual_bone
Auricular_456ear789_cartilage_R,Inactive,Skeleton_system/Head_and_Neck/Auricular_456ear789_cartilage_R
Left_temporal_lobe,Inactive,Nervous_system/Head_and_Neck/Common/brain/Cerebral_cortex/Left_cerebral_cortex/Left_temporal_lobe
Dura_mater_lumbar_region_male,Inactive,Nervous_system/Back/Repetition_with_PelvisHip/MalUVWXYZe/Dura_mater_lumbar_region_male
Inferior_glenohumeral_ligament_L,Inactive,Ligament_system/Arm_L/Inferior_glenohumeral_ligament_L
Superior_thyroid_R_V,Inactive,Vein_system/Head_and_Neck/Superior_thyroid_R_V
Dorsal_callosal_branch_L,Inactive,Artery_system/Head_and_Neck/Dorsal_callosal_branch_L
T12_VertebraABCDEFG,Inactive,Skeleton_system/Back/Common/T12_VertebraABCDEFG
T10_Cutaneous_branches_anterior_female_R,Inactive,Nervous_system/Abdomen/UVWXYZFemale/T10_Cutaneous_branches_anterior_female_R
Internal_carotid_petrous_part_R,Inactive,Artery_system/Head_and_Neck/Internal_carotid_petrous_part_R
T05_Vertebra,Inactive,Skeleton_system/Thorax/Repetition_with_Back/T05_Vertebra
Medial_sural_cutaneous_R,Inactive,Nervous_system/Lower_Limb_R/Common/Medial_sural_cutaneous_R
S02_Spinal_nerve_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/S02_Spinal_nerve_male_L
T11_Dorsal_root_R,Inactive,Nervous_system/Back/Common/T11_Dorsal_root_R
Occipital_L_A,Inactive,Artery_system/Head_and_Neck/Occipital_L_A
Gray_rami_communicantes_lumbar_region_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Gray_rami_communicantes_lumbar_region_male_R
Uterine_ovarian_branch_R_V,Inactive,Vein_system/Pelvis_and_Hip/Female/Uterine_ovarian_branch_R_V
Supraspinous_ligament_lumbar_region_femaleABCDEFG,Inactive,Ligament_system/Pelvis_and_Hip/Female/Supraspinous_ligament_lumbar_region_femaleABCDEFG
Parasternal_lymph_vessels_R,Inactive,Lymphatic_system/Thorax/Common/Parasternal_lymph_vessels_R
Nucleus_ventromedialis_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Nucleus_ventromedialis_R
Obturator_internus_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Obturator_internus_female_R
L03_Dorsal_ramus_lateral_branch_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/L03_Dorsal_ramus_lateral_branch_female_L
Maxillary_R_A,Inactive,Artery_system/Head_and_Neck/Maxillary_R_A
Internal_iliac_456epigastric789_lymph_nodes_female_R,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTFemale/Internal_iliac_456epigastric789_lymph_nodes_female_R
T07_Dorsal_ramus_R,Inactive,Nervous_system/Back/Common/T07_Dorsal_ramus_R
Lateral_thoracic_R_A,Inactive,Artery_system/Thorax/Lateral_thoracic_R_A
Thoracodorsal_L_A,Inactive,Artery_system/Back/Thoracodorsal_L_A
Ulnar_recurrent_anterior_L,Inactive,Artery_system/Arm_L/Ulnar_recurrent_anterior_L
Canine_cuspid_11_L,Inactive,Skeleton_system/Head_and_Neck/Canine_cuspid_11_L
Superior_deep_lateral_cervical_456internal_jugular789_lymph_nodes_R,Inactive,Lymphatic_system/Head_and_Neck/Superior_deep_lateral_cervical_456internal_jugular789_lymph_nodes_R
Superior_phrenic_L,Inactive,Artery_system/Thorax/Superior_phrenic_L
External_urethral_sphincter,Inactive,Reproductive_system/Pelvis_and_Hip/Male/External_urethral_sphincter
Pericallosal_L,Inactive,Artery_system/Head_and_Neck/Pericallosal_L
Internal_carotid_cerebral_part_L,Inactive,Artery_system/Head_and_Neck/Internal_carotid_cerebral_part_L
Uterosacral_ligament_female_L,Inactive,Ligament_system/Pelvis_and_Hip/Female/Uterosacral_ligament_female_L
Prepericardial_lymph_nodes,Inactive,Lymphatic_system/Thorax/Common/Prepericardial_lymph_nodes
ABCDEFG2nd_Metacarpal_R,Inactive,Skeleton_system/Arm_R/ABCDEFG2nd_Metacarpal_R
Tectorial_membrane_456deep_accessory_part789_R,Inactive,Ligament_system/Head_and_Neck/Common/Tectorial_membrane_456deep_accessory_part789_R
Intertransversarii_anteriores_cervicis_R,Inactive,Muscle_system/Back/Common/Intertransversarii_anteriores_cervicis_R
Anterior_cardiac_veins_of_right_ventricle,Inactive,Artery_system/Thorax/heart/Anterior_cardiac_veins_of_right_ventricle
Ligamenta_flava_lumbar_region_male,Inactive,Ligament_system/Back/Male/Ligamenta_flava_lumbar_region_male
Vesical_plexus_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Vesical_plexus_female_R
L02_Dorsal_ramus_lateral_branch_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/L02_Dorsal_ramus_lateral_branch_female_L
HIJKFemale,Inactive,Nervous_system/Pelvis_and_Hip/Repetition_with_LLR/HIJKFemale
Distal_commissurall_ligament_L,Inactive,Ligament_system/Arm_L/Distal_commissurall_ligament_L
Supraspinous_ligament_sacral_region_maleABCDEFG,Inactive,Ligament_system/Pelvis_and_Hip/Male/Supraspinous_ligament_sacral_region_maleABCDEFG
Thoracic_456sympathetic789_cardiac_branches_R,Inactive,Nervous_system/Thorax/Common/Thoracic_456sympathetic789_cardiac_branches_R
Dura_mater,Inactive,Nervous_system/Head_and_Neck/Common/brain/Dura_mater
Gray_rami_communicantes_lumbar_region_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Gray_rami_communicantes_lumbar_region_male_L
Adductor_magnus_male_R,Inactive,Muscle_system/Lower_Limb_R/Male/Adductor_magnus_male_R
Filum_terminale_maleABCDEFG,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Filum_terminale_maleABCDEFG
CN_03_456III789_Oculomotor_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_03_456III789_Oculomotor_R
Radius_forearm_antebrachium_R,Inactive,Skeleton_system/Arm_R/Radius_forearm_antebrachium_R
Iliopsoas_456iliopectineal789_bursa_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Iliopsoas_456iliopectineal789_bursa_female_R
Supraspinous_ligament_thoracic_region_maleABCDEFG,Inactive,Ligament_system/Back/Male/Supraspinous_ligament_thoracic_region_maleABCDEFG
Internal_jugular_lymph_vessel_R,Inactive,Lymphatic_system/Head_and_Neck/Internal_jugular_lymph_vessel_R
Pyramidalis_male_L,Inactive,Muscle_system/Pelvis_and_Hip/Male/Pyramidalis_male_L
Anterior_axillary_456pectoral789_lymph_vessels_female_L,Inactive,Lymphatic_system/Thorax/FeHIJKmale/Anterior_axillary_456pectoral789_lymph_vessels_female_L
Iliacus_male_L,Inactive,Muscle_system/Abdomen/Male/Iliacus_male_L
Inferior_gemellus_male_L,Inactive,Muscle_system/Pelvis_and_Hip/Male/Inferior_gemellus_male_L
Dorsal_artery_of_the_penis_R,Inactive,Artery_system/Pelvis_and_Hip/Male/Dorsal_artery_of_the_penis_R
Palmar_radiocarpal_ligament_radioscapholunate_part_L,Inactive,Ligament_system/Arm_L/Palmar_radiocarpal_ligament_radioscapholunate_part_L
Posteromedial_frontal_branch_R,Inactive,Artery_system/Head_and_Neck/Posteromedial_frontal_branch_R
Femoral_female_L,Inactive,Nervous_system/Pelvis_and_Hip/Repetition_with_LLL/FHIJKemale/Femoral_female_L
FemaABCDEFGle,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/FemaABCDEFGle
C08_Dorsal_root_R,Inactive,Nervous_system/Head_and_Neck/Common/C08_Dorsal_root_R
Dorsal_metacarpal_L_V,Inactive,Vein_system/Arm_L/Dorsal_metacarpal_L_V
Metatarsophalangeal_articular_capsules_R,Inactive,Ligament_system/Lower_Limb_R/Common/Metatarsophalangeal_articular_capsules_R
Medial_plantar_R,Inactive,Nervous_system/Lower_Limb_R/Common/Medial_plantar_R
Ethmoid_cribriform_plate_R,Inactive,Skeleton_system/Head_and_Neck/Ethmoid_cribriform_plate_R
Pericardium,Inactive,Artery_system/Thorax/heart/Pericardium
Eleventh_rib_R,Inactive,Skeleton_system/Thorax/Eleventh_rib_R
Iliohypogastric_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Iliohypogastric_male_R
T08_Dorsal_root_ganglion_L,Inactive,Nervous_system/Back/Common/T08_Dorsal_root_ganglion_L
S04_Dorsal_root_ganglion_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S04_Dorsal_root_ganglion_female_R
Female,Active,Skin_system/Abdomen/Female
Male_skin_scrotum_R,Inactive,Skin_system/Pelvis_and_Hip/Male/Male_skin_scrotum_R
Levator_labii_superioris_L,Inactive,Muscle_system/Head_and_Neck/Levator_labii_superioris_L
L04_Spinal_nerve_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/L04_Spinal_nerve_female_L
T06246T07_Intervertebral_disc,Inactive,Skeleton_system/Thorax/Repetition_with_Back/T06246T07_Intervertebral_disc
Medial_inferior_genicular_L_A,Inactive,Artery_system/Lower_Limb_L/Common/Medial_inferior_genicular_L_A
Salpingopharyngeus_L,Inactive,Muscle_system/Head_and_Neck/Salpingopharyngeus_L
Male,Inactive,Ligament_system/Back/Repetition_with_PelvisHip/Male
Lymph_vessels_of_the_bladder_male_R,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTMale/Lymph_vessels_of_the_bladder_male_R
Common_fibular_456peroneal789_L,Inactive,Nervous_system/Lower_Limb_L/Common/Common_fibular_456peroneal789_L
Posterior_atlanto246occipital_membrane,Inactive,Ligament_system/Head_and_Neck/Common/Posterior_atlanto246occipital_membrane
CN_07_456VII789_Posterior_auricular_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_07_456VII789_Posterior_auricular_R
Fibular_456peroneal789_L_A,Inactive,Artery_system/Lower_Limb_L/Common/Fibular_456peroneal789_L_A
FUVWXYZemale,Inactive,Nervous_system/Abdomen/Repetition_with_PelvisHip/FUVWXYZemale
Male_skin_abdomen_R,Inactive,Skin_system/Abdomen/Male/Male_skin_abdomen_R
Vastus_intermedius_L,Inactive,Muscle_system/Lower_Limb_L/Common/Vastus_intermedius_L
CN_05_456V789_Mental_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Mental_L
Lumbrical_2nd_R,Inactive,Muscle_system/Arm_R/Lumbrical_2nd_R
T02_Dorsal_ramus_medial_branch_R,Inactive,Nervous_system/Back/Common/T02_Dorsal_ramus_medial_branch_R
T08246T09_Intervertebral_discABCDEFG,Inactive,Skeleton_system/Back/Common/T08246T09_Intervertebral_discABCDEFG
Iliocostalis_thoracis_L,Inactive,Muscle_system/Back/Common/Iliocostalis_thoracis_L
Suprascapular_L_A,Inactive,Artery_system/Back/Suprascapular_L_A
FABCDEFGemale,Inactive,Nervous_system/Head_and_Neck/FABCDEFGemale
Lactiferous_ducts_R,Active,Reproductive_system/Thorax/Lactiferous_ducts_R
CN_07_456VII789_Temporal_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_07_456VII789_Temporal_R
Longissimus_capitis_L,Inactive,Muscle_system/Back/Common/Longissimus_capitis_L
Posterior_longitudinal_ligament_cervical_region_male_Head_and_Neck,Inactive,Ligament_system/Head_and_Neck/Repetition_with_Back/MaSKRle/Posterior_longitudinal_ligament_cervical_region_male_Head_and_Neck
Middle_colic_V,Inactive,Vein_system/Abdomen/Common/Middle_colic_V
Right_gastric_V,Inactive,Vein_system/Abdomen/Common/Right_gastric_V
Digastric_R,Inactive,Muscle_system/Head_and_Neck/Digastric_R
Superficial_epigastric_female_L_AABCDEFG,Active,Artery_system/Pelvis_and_Hip/Female/Superficial_epigastric_female_L_AABCDEFG
Intertransverse_ligaments_thoracic_region_R,Inactive,Ligament_system/Thorax/Repetition_with_Back/Common/Intertransverse_ligaments_thoracic_region_R
Musculophrenic_R_V,Inactive,Vein_system/Thorax/Musculophrenic_R_V
Hypophyseal_portal_L,Inactive,Vein_system/Head_and_Neck/Hypophyseal_portal_L
Abductor_digiti_minimi_456hand789_R,Inactive,Muscle_system/Arm_R/Abductor_digiti_minimi_456hand789_R
Jugular_foramen_occipital_surface_R,Inactive,Skeleton_system/Head_and_Neck/Jugular_foramen_occipital_surface_R
L05246S01_Sacral_intervertebral_disc_male,Inactive,Skeleton_system/Pelvis_and_Hip/Male/L05246S01_Sacral_intervertebral_disc_male
Superior_transverse_scapular_ligament_456forms_suprascapular_foramen789_L,Inactive,Ligament_system/Arm_L/Superior_transverse_scapular_ligament_456forms_suprascapular_foramen789_L
Lateral_superior_genicular_R_A,Inactive,Artery_system/Lower_Limb_R/Common/Lateral_superior_genicular_R_A
Palmar_metacarpal_ligaments_L,Inactive,Ligament_system/Arm_L/Palmar_metacarpal_ligaments_L
Inferior_rectal_male_R_V,Inactive,Vein_system/Pelvis_and_Hip/Male/Inferior_rectal_male_R_V
T11_Cutaneous_branches_anterior_male_R,Inactive,Nervous_system/Abdomen/UVWXYZMale/T11_Cutaneous_branches_anterior_male_R
Anterior_scrotal_R_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Anterior_scrotal_R_A
Pelvis_and_Hip,Active,Skin_system/Pelvis_and_Hip
Obturator_membrane_male_L,Inactive,Ligament_system/Pelvis_and_Hip/Male/Obturator_membrane_male_L
Multifidus_male_L,Inactive,Muscle_system/Back/Common/Multifidus_male_L
Globus_pallidus_medialis_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Globus_pallidus_medialis_R
Ovarian_ligament_L,Active,Reproductive_system/Pelvis_and_Hip/Female/Ovarian_ligament_L
T02_Dorsal_root_L,Inactive,Nervous_system/Back/Common/T02_Dorsal_root_L
Ascending_lumbar_L,Inactive,Vein_system/Back/Ascending_lumbar_L
Vastus_lateralis_R,Inactive,Muscle_system/Lower_Limb_R/Common/Vastus_lateralis_R
Superior_cervical_sympathetic_ganglion_L,Inactive,Nervous_system/Head_and_Neck/Common/Superior_cervical_sympathetic_ganglion_L
S03_Dorsal_root_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S03_Dorsal_root_female_L
ABCDEFG4th_Metatarsal_R,Inactive,Skeleton_system/Lower_Limb_R/Common/ABCDEFG4th_Metatarsal_R
Obturator_female_L_A,Active,Artery_system/Pelvis_and_Hip/Female/Obturator_female_L_A
Anterior_atlanto246occipital_ligament,Inactive,Ligament_system/Head_and_Neck/Common/Anterior_atlanto246occipital_ligament
Levator_palpebrae_superioris_R,Inactive,Muscle_system/Head_and_Neck/Levator_palpebrae_superioris_R
Mylohyoid_R_A,Inactive,Artery_system/Head_and_Neck/Mylohyoid_R_A
Serratus_posterior_superior_L,Inactive,Muscle_system/Back/Common/Serratus_posterior_superior_L
Extensor_digitorum_brevis_R,Inactive,Muscle_system/Lower_Limb_R/Common/Extensor_digitorum_brevis_R
Middle_collateral_R,Inactive,Artery_system/Arm_R/Middle_collateral_R
Ulnar_communicating_branch_R,Inactive,Nervous_system/Arm_R/Ulnar_communicating_branch_R
Precuneal_branches_L,Inactive,Artery_system/Head_and_Neck/Precuneal_branches_L
SKRFemale,Inactive,Skeleton_system/Lower_Limb_R/SKRFemale
Internal_thoracic_456mammary789_L_V,Inactive,Vein_system/Thorax/Internal_thoracic_456mammary789_L_V
Superficial_temporal_L_A,Inactive,Artery_system/Head_and_Neck/Superficial_temporal_L_A
Pulmonary_trunk_456base_of789,Inactive,Artery_system/Thorax/heart/Pulmonary_trunk_456base_of789
Temporalis_R,Inactive,Muscle_system/Head_and_Neck/Temporalis_R
Molar_first_19_L,Inactive,Skeleton_system/Head_and_Neck/Molar_first_19_L
Superior_medial_palpebral_L_V,Inactive,Vein_system/Head_and_Neck/Superior_medial_palpebral_L_V
S01_Spinal_nerve_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S01_Spinal_nerve_female_L
L03_Dorsal_ramus_lateral_branch_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/L03_Dorsal_ramus_lateral_branch_male_R
Circumflex_femoral_medial_L_V,Inactive,Vein_system/Lower_Limb_L/Common/Circumflex_femoral_medial_L_V
Anterior_intercavernosus_sinus,Inactive,Vein_system/Head_and_Neck/Anterior_intercavernosus_sinus
Gracilis_male_R,Inactive,Muscle_system/Lower_Limb_R/Male/Gracilis_male_R
Cystic_lymph_node,Inactive,Lymphatic_system/Abdomen/Common/Cystic_lymph_node
Extensor_hallucis_brevis_R,Inactive,Muscle_system/Lower_Limb_R/Common/Extensor_hallucis_brevis_R
Musculocutaneous_456C05246C07789_R,Inactive,Nervous_system/Arm_R/Musculocutaneous_456C05246C07789_R
Posterior_femoral_cutaneous_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Posterior_femoral_cutaneous_female_R
Ansa_cervicalis_inferior_branch_L,Inactive,Nervous_system/Head_and_Neck/Common/Ansa_cervicalis_inferior_branch_L
C01_Spinal_nerve_456ventral_ramus789_R,Inactive,Nervous_system/Head_and_Neck/Common/C01_Spinal_nerve_456ventral_ramus789_R
Greater_alar_456major_alar_lower_lateral789_cartilage_L,Inactive,Skeleton_system/Head_and_Neck/Greater_alar_456major_alar_lower_lateral789_cartilage_L
Gluteus_minimus_male_R,Inactive,Muscle_system/Pelvis_and_Hip/Male/Gluteus_minimus_male_R
Anterior_deep_temporal_L,Inactive,Artery_system/Head_and_Neck/Anterior_deep_temporal_L
Superficial_circumflex_iliac_female_L_A,Active,Artery_system/Pelvis_and_Hip/Female/Superficial_circumflex_iliac_female_L_A
Internal_pudendal_female_L_A,Active,Artery_system/Pelvis_and_Hip/Female/Internal_pudendal_female_L_A
Biceps_femoris_short_head_R,Inactive,Muscle_system/Lower_Limb_R/Common/Biceps_femoris_short_head_R
Right_marginal_artery,Inactive,Artery_system/Thorax/heart/Right_marginal_artery
L01_Dorsal_root_L,Inactive,Nervous_system/Back/Common/L01_Dorsal_root_L
External_iliac_lymph_nodes_L,Inactive,Lymphatic_system/Pelvis_and_Hip/Common/External_iliac_lymph_nodes_L
Ulnar_collateral_ligament_L,Inactive,Ligament_system/Arm_L/Ulnar_collateral_ligament_L
Sternocleidomastoid_L,Inactive,Muscle_system/Head_and_Neck/Sternocleidomastoid_L
CN_07_456VII789_Cervical_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_07_456VII789_Cervical_L
Costocervical_trunk_R,Inactive,Artery_system/Thorax/Costocervical_trunk_R
CN_09_456IX789_Superior_ganglion_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_09_456IX789_Superior_ganglion_R
Teres_major_L,Inactive,Muscle_system/Arm_L/Teres_major_L
Palmar_metacarpal_L_A,Inactive,Artery_system/Arm_L/Palmar_metacarpal_L_A
Multifidus_female_R,Inactive,Muscle_system/Back/Female/Multifidus_female_R
Back,Inactive,Lymphatic_system/Back
Dorsal_cuneocuboid_ligament_R,Inactive,Ligament_system/Lower_Limb_R/Common/Dorsal_cuneocuboid_ligament_R
Ejaculatory_duct_R,Inactive,Reproductive_system/Pelvis_and_Hip/Male/Ejaculatory_duct_R
ABCDEFG2nd_Middle_phalanx_foot_L,Inactive,Skeleton_system/Lower_Limb_L/Common/ABCDEFG2nd_Middle_phalanx_foot_L
C06_Dorsal_root_ganglion_L,Inactive,Nervous_system/Head_and_Neck/Common/C06_Dorsal_root_ganglion_L
Ulnar_recurrent_anterior_R,Inactive,Artery_system/Arm_R/Ulnar_recurrent_anterior_R
Nerve_to_levator_ani_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Nerve_to_levator_ani_female_R
Gastroepiploic_456gastro246omental789_lymph_nodes_L,Inactive,Lymphatic_system/Abdomen/Common/Gastroepiploic_456gastro246omental789_lymph_nodes_L
Arm_R,Inactive,Nervous_system/Arm_R
Pelvis_and_Hip,Active,Digestive_system/Pelvis_and_Hip
Suprarenal_plexus_R,Inactive,Nervous_system/Abdomen/Common/Suprarenal_plexus_R
Superior_lateral_palpebral_L_V,Inactive,Vein_system/Head_and_Neck/Superior_lateral_palpebral_L_V
MaUVWXYZle,Inactive,Nervous_system/Back/MaUVWXYZle
T08_Spinal_nerve_456ventral_ramus789_LABCDEFG,Inactive,Nervous_system/Abdomen/Common/T08_Spinal_nerve_456ventral_ramus789_LABCDEFG
Anterior_hypothalamic_region_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Anterior_hypothalamic_region_R
Myocardium,Inactive,Artery_system/Thorax/heart/group10/Myocardium
Ureter_female_LABCDEFG,Active,Reproductive_system/Pelvis_and_Hip/Female/Ureter_female_LABCDEFG
Flexor_digitorum_brevis_R,Inactive,Muscle_system/Lower_Limb_R/Common/Flexor_digitorum_brevis_R
Male_hair_L,Inactive,Skin_system/Head_and_Neck/Male/Male_hair_L
L04246L05_Intervertebral_disc_male,Inactive,Skeleton_system/Back/MalORZe/L04246L05_Intervertebral_disc_male
Levator_labii_superioris_alaeque_nasi_R,Inactive,Muscle_system/Head_and_Neck/Levator_labii_superioris_alaeque_nasi_R
Pharyngeal_L,Inactive,Nervous_system/Head_and_Neck/Common/Pharyngeal_L
T11246T12_Intervertebral_disc,Inactive,Skeleton_system/Thorax/Repetition_with_Back/T11246T12_Intervertebral_disc
